Id,SalePrice
1461,123694.66
1462,155128.8
1463,182052.4
1464,188517.19
1465,187968.56
1466,170907.58
1467,171555.39
1468,169048.52
1469,184603.98
1470,122325.68
1471,199253.89
1472,94456.58
1473,102017.68
1474,153648.3
1475,138608.48
1476,394122.34
1477,262418.3
1478,291769.0
1479,255306.98
1480,528157.7
1481,322491.84
1482,202457.56
1483,160696.55
1484,165498.8
1485,171057.5
1486,196855.98
1487,331965.97
1488,231436.66
1489,205786.89
1490,204309.62
1491,186408.42
1492,100166.35
1493,189868.38
1494,275021.47
1495,276402.88
1496,232412.3
1497,185331.84
1498,155797.11
1499,158363.94
1500,158165.48
1501,180995.38
1502,155783.36
1503,306574.56
1504,237988.95
1505,220506.5
1506,183061.55
1507,244361.92
1508,199505.4
1509,163915.39
1510,146695.8
1511,149801.7
1512,171787.66
1513,148628.56
1514,166544.83
1515,197385.25
1516,168035.61
1517,156810.1
1518,124831.51
1519,227532.89
1520,138222.58
1521,141879.8
1522,164068.75
1523,112507.23
1524,125933.516
1525,126254.25
1526,125660.266
1527,105387.23
1528,127297.83
1529,145524.05
1530,176602.98
1531,113433.664
1532,98778.016
1533,141808.72
1534,124046.42
1535,171159.55
1536,117536.91
1537,83726.77
1538,171835.6
1539,185149.92
1540,107902.62
1541,149754.52
1542,140341.64
1543,221369.2
1544,77250.67
1545,97165.8
1546,119234.04
1547,130695.61
1548,130470.14
1549,110409.0
1550,132698.92
1551,117575.875
1552,136897.84
1553,156055.56
1554,116517.164
1555,172082.23
1556,92106.73
1557,111268.89
1558,95337.08
1559,108155.85
1560,128639.664
1561,144281.39
1562,130237.19
1563,120499.83
1564,161071.94
1565,143813.31
1566,227976.94
1567,74308.21
1568,221360.69
1569,158140.83
1570,135455.83
1571,133546.23
1572,154001.36
1573,241760.7
1574,101312.28
1575,211106.89
1576,223479.97
1577,201249.69
1578,145491.98
1579,143960.11
1580,181913.86
1581,147730.66
1582,127498.45
1583,347980.7
1584,243869.48
1585,141139.0
1586,71900.63
1587,105818.016
1588,159518.67
1589,104091.49
1590,136318.89
1591,102827.266
1592,118228.52
1593,122831.695
1594,222580.61
1595,106826.63
1596,250175.52
1597,180787.19
1598,202016.48
1599,194724.23
1600,178059.16
1601,71661.85
1602,122960.64
1603,94532.28
1604,272558.7
1605,253901.62
1606,161762.22
1607,173722.98
1608,216703.86
1609,189565.05
1610,155200.69
1611,137545.73
1612,158438.97
1613,153079.66
1614,116732.54
1615,90905.59
1616,74256.11
1617,88268.945
1618,127678.99
1619,143845.5
1620,165777.38
1621,137789.61
1622,143618.6
1623,308618.97
1624,221650.27
1625,129927.77
1626,166845.94
1627,190993.03
1628,266502.38
1629,179070.52
1630,361744.53
1631,219622.14
1632,238856.12
1633,167247.61
1634,183460.77
1635,181171.72
1636,152493.52
1637,168600.61
1638,211733.53
1639,171351.1
1640,259761.94
1641,184030.36
1642,214121.12
1643,228126.25
1644,230007.64
1645,204649.62
1646,150779.19
1647,162273.0
1648,133929.84
1649,138730.3
1650,122828.82
1651,126816.35
1652,95524.6
1653,93330.85
1654,153337.48
1655,151555.95
1656,145831.94
1657,149779.62
1658,152306.39
1659,145482.78
1660,149721.94
1661,495536.78
1662,386900.4
1663,380708.5
1664,496803.8
1665,310231.22
1666,310197.88
1667,393089.03
1668,310573.1
1669,286449.16
1670,327417.9
1671,261665.45
1672,478515.75
1673,310293.38
1674,263840.94
1675,185712.33
1676,192768.05
1677,214273.3
1678,464735.16
1679,364369.75
1680,325518.47
1681,267310.47
1682,293031.16
1683,182308.1
1684,170459.78
1685,178705.83
1686,173435.27
1687,165570.39
1688,185697.78
1689,188877.23
1690,183471.34
1691,172462.98
1692,277301.34
1693,167298.97
1694,181085.16
1695,167524.33
1696,268538.06
1697,169438.27
1698,403985.6
1699,311186.88
1700,243884.06
1701,262765.34
1702,258221.73
1703,257668.98
1704,296255.4
1705,246264.81
1706,442360.4
1707,229835.55
1708,213928.78
1709,272806.6
1710,235668.33
1711,264999.53
1712,241723.62
1713,243261.75
1714,217848.66
1715,204864.03
1716,184039.5
1717,170057.1
1718,140361.55
1719,202429.61
1720,258209.34
1721,164909.84
1722,135590.58
1723,154393.02
1724,203118.17
1725,232450.03
1726,187835.66
1727,165595.06
1728,177655.17
1729,163397.45
1730,164841.11
1731,127833.45
1732,131494.58
1733,121483.21
1734,115989.72
1735,129937.77
1736,115043.04
1737,330185.5
1738,215116.33
1739,269393.62
1740,204200.78
1741,185892.48
1742,177146.33
1743,171190.98
1744,319866.03
1745,223913.48
1746,217249.1
1747,218951.97
1748,208975.08
1749,156039.31
1750,133138.6
1751,230447.66
1752,120257.875
1753,133135.52
1754,212333.14
1755,165129.72
1756,128406.73
1757,122232.98
1758,141648.23
1759,158654.02
1760,162773.17
1761,141015.47
1762,166603.03
1763,177970.4
1764,117828.484
1765,158461.73
1766,170275.39
1767,214814.3
1768,142871.6
1769,146901.39
1770,139004.72
1771,134069.16
1772,138208.88
1773,134113.5
1774,129243.02
1775,131984.05
1776,127915.67
1777,110377.64
1778,135137.34
1779,124697.03
1780,179800.33
1781,135931.78
1782,94272.36
1783,133471.03
1784,105261.22
1785,114363.28
1786,143804.28
1787,173372.45
1788,52272.89
1789,97810.125
1790,89112.71
1791,180594.25
1792,153174.52
1793,128609.17
1794,145509.19
1795,140235.77
1796,133855.31
1797,120091.016
1798,123619.76
1799,113295.37
1800,129766.7
1801,127590.88
1802,150169.56
1803,148749.1
1804,140160.3
1805,133838.14
1806,116134.86
1807,133814.48
1808,123667.305
1809,119856.84
1810,145458.73
1811,112703.15
1812,109859.91
1813,122611.0
1814,96261.25
1815,54529.297
1816,97547.08
1817,119382.266
1818,125166.51
1819,120242.61
1820,71598.2
1821,116938.06
1822,164791.78
1823,41561.14
1824,135977.73
1825,128897.64
1826,101997.52
1827,101697.13
1828,134994.89
1829,113163.42
1830,152142.34
1831,160601.48
1832,103940.4
1833,136453.27
1834,121766.336
1835,149848.53
1836,129501.5
1837,98256.38
1838,127703.4
1839,84052.52
1840,168883.39
1841,147596.39
1842,76374.664
1843,138186.42
1844,140779.22
1845,143415.48
1846,158196.03
1847,163518.03
1848,52763.426
1849,118173.96
1850,129171.13
1851,160938.97
1852,134724.31
1853,130286.25
1854,164979.5
1855,155665.03
1856,222068.47
1857,170699.84
1858,142793.6
1859,121177.914
1860,151589.27
1861,122227.164
1862,261254.73
1863,254307.08
1864,254307.08
1865,340103.4
1866,326486.0
1867,260375.78
1868,305604.6
1869,205657.44
1870,255516.58
1871,261951.7
1872,168126.75
1873,237492.67
1874,138849.3
1875,206989.78
1876,183473.72
1877,217378.86
1878,210023.36
1879,133361.11
1880,134888.0
1881,232815.78
1882,264314.66
1883,200305.39
1884,214004.89
1885,266608.94
1886,299638.5
1887,206922.19
1888,280109.44
1889,163006.84
1890,132603.05
1891,146055.83
1892,110674.13
1893,134372.72
1894,128685.414
1895,140702.31
1896,124888.39
1897,112149.97
1898,108022.71
1899,139739.81
1900,146276.56
1901,164464.39
1902,131940.0
1903,219522.17
1904,128542.15
1905,173647.17
1906,165273.84
1907,203288.38
1908,119086.64
1909,140290.23
1910,131074.97
1911,196931.25
1912,255905.38
1913,133556.31
1914,62667.867
1915,345909.9
1916,72908.52
1917,255782.6
1918,136749.72
1919,166445.77
1920,141777.81
1921,421846.88
1922,329961.62
1923,214524.48
1924,219074.98
1925,211212.3
1926,406918.38
1927,132264.67
1928,154489.34
1929,127637.87
1930,137820.5
1931,140878.4
1932,140968.95
1933,181566.97
1934,182892.39
1935,172659.25
1936,191340.16
1937,184854.22
1938,165041.75
1939,242658.23
1940,188093.19
1941,174692.52
1942,191149.03
1943,191771.9
1944,336751.75
1945,379291.22
1946,154393.33
1947,319760.56
1948,172037.17
1949,232362.69
1950,178153.33
1951,284738.12
1952,230746.53
1953,167534.03
1954,196328.33
1955,135705.2
1956,299979.6
1957,147327.28
1958,302324.16
1959,136496.02
1960,115071.266
1961,124051.375
1962,95111.91
1963,106183.11
1964,109330.4
1965,154885.84
1966,148833.1
1967,322342.12
1968,455499.47
1969,419705.88
1970,457228.47
1971,491358.0
1972,365108.62
1973,284408.38
1974,303691.62
1975,493664.94
1976,277821.38
1977,347128.56
1978,416249.8
1979,328171.0
1980,200615.25
1981,330374.44
1982,241339.95
1983,210584.95
1984,174308.69
1985,217142.6
1986,196345.48
1987,179637.55
1988,179273.36
1989,189570.06
1990,222240.52
1991,231679.45
1992,202894.84
1993,163184.81
1994,241689.19
1995,177877.88
1996,254177.98
1997,317564.22
1998,352632.4
1999,261583.67
2000,312602.4
2001,262922.1
2002,241743.58
2003,253768.8
2004,273245.8
2005,237890.92
2006,235873.08
2007,255330.47
2008,207511.38
2009,193573.22
2010,190918.98
2011,152833.62
2012,172828.19
2013,182940.66
2014,186950.8
2015,200229.83
2016,194387.05
2017,199768.33
2018,123922.05
2019,140954.75
2020,116151.266
2021,109242.08
2022,174273.89
2023,139275.06
2024,243304.66
2025,370541.16
2026,179275.44
2027,156881.62
2028,150321.28
2029,171756.06
2030,265819.72
2031,234384.23
2032,275690.62
2033,261395.12
2034,162016.0
2035,201383.77
2036,202826.4
2037,211661.22
2038,302350.3
2039,216885.22
2040,382245.44
2041,296483.75
2042,197661.9
2043,174069.83
2044,168098.55
2045,189000.56
2046,131097.36
2047,145260.6
2048,135046.67
2049,133252.8
2050,182494.95
2051,111846.94
2052,136579.48
2053,146992.55
2054,84068.266
2055,161746.45
2056,138148.73
2057,121790.74
2058,239275.64
2059,130427.23
2060,172523.83
2061,173564.34
2062,136329.88
2063,114212.484
2064,137382.86
2065,125765.84
2066,171807.53
2067,119505.93
2068,139482.97
2069,88666.17
2070,110597.57
2071,92655.125
2072,124895.695
2073,136152.17
2074,159077.44
2075,149411.7
2076,123105.305
2077,150928.27
2078,128754.06
2079,126379.805
2080,113481.01
2081,119761.016
2082,127675.77
2083,141026.17
2084,111572.84
2085,128362.4
2086,111732.88
2087,120637.055
2088,108277.69
2089,82877.5
2090,132057.11
2091,128530.33
2092,130938.16
2093,128632.94
2094,133419.6
2095,149697.72
2096,83675.945
2097,98077.05
2098,147993.84
2099,59921.043
2100,103594.91
2101,131689.55
2102,134155.8
2103,104277.82
2104,135294.23
2105,119940.82
2106,76823.74
2107,224921.23
2108,123641.72
2109,117748.414
2110,128174.625
2111,143078.44
2112,127987.99
2113,118316.125
2114,99874.586
2115,152682.11
2116,118258.9
2117,152023.9
2118,118655.32
2119,103167.766
2120,119495.88
2121,104119.12
2122,89655.19
2123,84307.92
2124,152633.86
2125,123934.586
2126,155061.97
2127,155208.9
2128,128681.414
2129,104968.49
2130,138151.64
2131,156107.66
2132,119642.01
2133,114766.92
2134,115965.13
2135,104966.984
2136,76358.266
2137,112628.8
2138,136694.11
2139,153336.67
2140,138302.06
2141,148021.69
2142,131319.58
2143,142329.19
2144,109817.4
2145,137354.64
2146,165857.7
2147,138571.3
2148,126941.305
2149,147500.81
2150,227148.45
2151,120401.65
2152,193617.78
2153,167324.42
2154,112710.234
2155,137993.89
2156,248864.75
2157,225157.02
2158,237926.02
2159,222301.8
2160,164456.38
2161,257058.0
2162,380868.34
2163,324550.84
2164,260680.27
2165,172933.3
2166,145651.05
2167,217374.05
2168,209651.2
2169,190198.72
2170,221449.48
2171,146574.72
2172,143823.52
2173,160751.28
